tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
52670	Austrofundulus limnaeus	106522375	0	live	LOC106522375		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
52670	Austrofundulus limnaeus	106520258	0	live	LOC106520258		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
52670	Austrofundulus limnaeus	106519147	0	live	LOC106519147		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
202946	Apteryx australis mantelli	106493566	0	live	LOC106493566		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
202946	Apteryx australis mantelli	106491817	0	live	LOC106491817		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
303518	Pundamilia nyererei	106456300	0	live	LOC106456300		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
3708	Brassica napus	106359287	0	live	LOC106359287		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		C3	NC_027769.2	73020362	73021127	plus	4		
8128	Oreochromis niloticus	106098670	0	live	LOC106098670		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
8128	Oreochromis niloticus	106098373	0	live	LOC106098373		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25|tripartite motif-containing protein 16		LG7	NC_031972.1	55313375	55317614	minus	7		
8128	Oreochromis niloticus	106097109	0	live	LOC106097109		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG18	NC_031982.1	17669702	17672213	plus	1		
6526	Biomphalaria glabrata	106063311	0	live	LOC106063311		ubiquitin-like protein ISG15	ubiquitin-like protein ISG15|uncharacterized protein LOC106063311		Un							
8010	Esox lucius	106023662	0	live	LOC106023662		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 16-like		LG05	NC_025972.3	27873276	27884316	minus	6		
10020	Dipodomys ordii	106001398	0	live	LOC106001398		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
9371	Echinops telfairi	105979129	0	live	LOC105979129		ubiquitin-like protein ISG15	ubiquitin-like protein ISG15		Un							
8364	Xenopus tropicalis	105947556	0	live	LOC105947556		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8364	Xenopus tropicalis	105947074	0	live	LOC105947074		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8364	Xenopus tropicalis	105946032	0	live	LOC105946032		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8364	Xenopus tropicalis	105945831	0	live	LOC105945831		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8364	Xenopus tropicalis	105945814	0	live	LOC105945814		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8364	Xenopus tropicalis	105945712	0	live	LOC105945712		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8364	Xenopus tropicalis	105945702	0	live	LOC105945702		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8078	Fundulus heteroclitus	105940196	0	live	LOC105940196		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 65		Un							
8078	Fundulus heteroclitus	105940166	0	live	LOC105940166	trim25	E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25|tripartite motif containing 25		Un							
8078	Fundulus heteroclitus	105931718	0	live	LOC105931718		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|E3 ubiquitin-protein ligase TRIM39		Un							
8078	Fundulus heteroclitus	105923537	0	live	LOC105923537		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8078	Fundulus heteroclitus	105922628	0	live	LOC105922628		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
8078	Fundulus heteroclitus	105921923	0	live	LOC105921923		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8078	Fundulus heteroclitus	105921437	0	live	LOC105921437		E3 ISG15--protein ligase Herc6-like	E3 ISG15--protein ligase Herc6-like		Un							
8078	Fundulus heteroclitus	105919673	0	live	LOC105919673		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 16		Un							
8078	Fundulus heteroclitus	105919277	0	live	LOC105919277		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8078	Fundulus heteroclitus	105917725	0	live	LOC105917725		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
8078	Fundulus heteroclitus	105917677	0	live	LOC105917677		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif protein 39.1		Un							
7950	Clupea harengus	105911695	0	live	LOC105911695		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105910382	0	live	LOC105910382		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105909263	0	live	LOC105909263		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105906900	0	live	LOC105906900		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105906563	0	live	LOC105906563		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105905083	0	live	LOC105905083		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105901771	0	live	LOC105901771		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105901065	0	live	LOC105901065		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105900240	0	live	LOC105900240		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105897371	0	live	LOC105897371		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105897370	0	live	LOC105897370		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105897369	0	live	LOC105897369		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105897368	0	live	LOC105897368		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105897367	0	live	LOC105897367		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105897213	0	live	LOC105897213		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105896579	0	live	LOC105896579		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105896271	0	live	LOC105896271		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105894515	0	live	LOC105894515		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105892838	0	live	LOC105892838		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105890864	0	live	LOC105890864		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105890862	0	live	LOC105890862		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105890697	0	live	LOC105890697		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105889449	0	live	LOC105889449		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7950	Clupea harengus	105889250	0	live	LOC105889250		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
379532	Propithecus coquereli	105809975	0	live	LOC105809975		ubiquitin/ISG15-conjugating enzyme E2 L6-like	ubiquitin/ISG15-conjugating enzyme E2 L6-like		Un							
9361	Dasypus novemcinctus	105744897	0	live	LOC105744897		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
37293	Aotus nancymaae	105718271	0	live	LOC105718271		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7668	Strongylocentrotus purpuratus	105443923	0	live	LOC105443923		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7668	Strongylocentrotus purpuratus	105438956	0	live	LOC105438956		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
31033	Takifugu rubripes	105419963	0	live	LOC105419963		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		3	NC_018892.1	2389485	2393708	plus	4		
31033	Takifugu rubripes	105419848	0	live	LOC105419848		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
31033	Takifugu rubripes	105419599	0	live	LOC105419599		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
31033	Takifugu rubripes	105418705	0	live	LOC105418705		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
31033	Takifugu rubripes	105418465	0	live	LOC105418465		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
31033	Takifugu rubripes	105417756	0	live	LOC105417756		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		18	NC_018907.1	5550084	5551733	plus	1		
29159	Crassostrea gigas	105348864	0	live	LOC105348864		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
9838	Camelus dromedarius	105104662	0	live	LOC105104662		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
9837	Camelus bactrianus	105065806	0	live	LOC105065806		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	105030433	0	live	LOC105030433		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG18	NC_025985.3	23471399	23477209	plus	7		
8010	Esox lucius	105030427	0	live	LOC105030427		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG18	NC_025985.3	23621779	23627984	minus	6		
8010	Esox lucius	105028469	0	live	LOC105028469		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 16-like		LG05	NC_025972.3	28968265	28978305	plus	5		
8010	Esox lucius	105027640	0	live	LOC105027640		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	105027639	0	live	LOC105027639		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	105022776	0	live	LOC105022776		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		LG12	NC_025979.3	14711122	14713146	plus	1		
8010	Esox lucius	105009932	0	live	LOC105009932		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	105009679	0	live	LOC105009679		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG05	NC_025972.3	27843529	27851608	plus	3		
8010	Esox lucius	105008468	0	live	LOC105008468		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	105008398	0	live	LOC105008398		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG05	NC_025972.3	5178710	5182566	minus	1		
8010	Esox lucius	105008008	0	live	LOC105008008		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG05	NC_025972.3	26983758	26988528	plus	6		
8010	Esox lucius	105008007	0	live	LOC105008007		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		LG05	NC_025972.3	26934632	26950842	plus	2		
8010	Esox lucius	105007650	0	live	LOC105007650		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	105007319	0	live	LOC105007319		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
8010	Esox lucius	105007318	0	live	LOC105007318		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 16-like		Un							
8010	Esox lucius	105006082	0	live	LOC105006082	TRI25	E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25|tripartite motif-containing protein 16|Tripartite motif-containing protein 25		LG05	NC_025972.3	27635686	27667322	minus	7		
8208	Notothenia coriiceps	104963950	0	live	LOC104963950		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104961130	0	live	LOC104961130		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104960980	0	live	LOC104960980		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104960595	0	live	LOC104960595		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104960584	0	live	LOC104960584		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104957950	0	live	LOC104957950		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104957424	0	live	LOC104957424		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104956777	0	live	LOC104956777		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104956513	0	live	LOC104956513		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104956512	0	live	LOC104956512		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104950824	0	live	LOC104950824		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104950553	0	live	LOC104950553		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8208	Notothenia coriiceps	104949467	0	live	LOC104949467		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
8208	Notothenia coriiceps	104942272	0	live	LOC104942272		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
215358	Larimichthys crocea	104925285	0	live	LOC104925285	EH28_03807	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 16		Un							
215358	Larimichthys crocea	104924408	0	live	LOC104924408		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
215358	Larimichthys crocea	104919267	0	live	LOC104919267	EH28_07383	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 7		Un							
215358	Larimichthys crocea	104917729	0	live	LOC104917729		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
215358	Larimichthys crocea	104917728	0	live	LOC104917728		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
9103	Meleagris gallopavo	104910574	0	live	LOC104910574		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		4	NC_015014.2	15467384	15480950	plus	16		
100784	Balearica regulorum gibbericeps	104640989	0	live	LOC104640989	N312_06089	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
97097	Phaethon lepturus	104623879	0	live	LOC104623879	N335_10803	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
57412	Colius striatus	104552676	0	live	LOC104552676	N325_05051	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
57412	Colius striatus	104552624	0	live	LOC104552624	N325_05052	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
279965	Antrostomus carolinensis	104520545	0	live	LOC104520545	N321_04504	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
175836	Buceros rhinoceros silvestris	104500871	0	live	LOC104500871		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
240206	Pterocles gutturalis	104460789	0	live	LOC104460789	N339_08100	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
176057	Nestor notabilis	104401456	0	live	LOC104401456	N333_09867	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
176057	Nestor notabilis	104400913	0	live	LOC104400913		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
8897	Chaetura pelagica	104392633	0	live	LOC104392633	M959_08304	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
8897	Chaetura pelagica	104392632	0	live	LOC104392632	M959_08303	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
121530	Tauraco erythrolophus	104384536	0	live	LOC104384536		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
56313	Tyto alba	104369025	0	live	LOC104369025	N341_02105	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
188344	Leptosomus discolor	104354049	0	live	LOC104354049	N330_05359	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
118200	Picoides pubescens	104304026	0	live	LOC104304026	N307_13810	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
57397	Apaloderma vittatum	104271009	0	live	LOC104271009	N311_06923	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
57397	Apaloderma vittatum	104271008	0	live	LOC104271008	N311_06922	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
54380	Cariama cristata	104156524	0	live	LOC104156524	N322_08732	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
188379	Egretta garzetta	104133621	0	live	LOC104133621		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
30455	Fulmarus glacialis	104081574	0	live	LOC104081574	N327_09423	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
36300	Pelecanus crispus	104030881	0	live	LOC104030881	N334_06794	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
128390	Nipponia nippon	104019028	0	live	LOC104019028	Y956_04341	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
9233	Aptenodytes forsteri	103904492	0	live	LOC103904492	AS27_11881	E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25|Tripartite motif-containing protein 29		Un							
9233	Aptenodytes forsteri	103894264	0	live	LOC103894264	AS27_15541	E3 ISG15--protein ligase HERC5	E3 ISG15--protein ligase HERC5|probable E3 ubiquitin-protein ligase HERC4|putative E3 ubiquitin-protein ligase HERC3		Un							
57421	Merops nubicus	103773118	0	live	LOC103773118		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
57421	Merops nubicus	103771671	0	live	LOC103771671	N331_09508	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un							
1026970	Nannospalax galili	103732790	0	live	LOC103732790		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
85066	Corvus brachyrhynchos	103619099	0	live	LOC103619099	N302_10292, TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25|tripartite motif containing 25		Un							
482537	Galeopterus variegatus	103583735	0	live	LOC103583735		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007753470.1	3085	8369	minus	2		
9244	Calypte anna	103532967	0	live	LOC103532967	N300_13056	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 29		Un	NW_007621068.1	3157408	3164003	plus	3		
8081	Poecilia reticulata	103481523	0	live	LOC103481523		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|zinc finger protein RFP-like		LG19	NC_024349.1	11774180	11779753	minus	3		
8081	Poecilia reticulata	103480904	0	live	LOC103480904		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG18	NC_024348.1	19773126	19786512	minus	2		
8081	Poecilia reticulata	103480900	0	live	LOC103480900		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG18	NC_024348.1	19954894	19956958	plus	1		
8081	Poecilia reticulata	103480896	0	live	LOC103480896		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG18	NC_024348.1	20312636	20316343	plus	2		
8081	Poecilia reticulata	103480893	0	live	LOC103480893		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG18	NC_024348.1	20338790	20372011	plus	3		
8081	Poecilia reticulata	103480824	0	live	LOC103480824		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG18	NC_024348.1	20374370	20377001	plus	1		
8081	Poecilia reticulata	103480680	0	live	LOC103480680		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG1	NC_024331.1	4370020	4382917	minus	9		
8081	Poecilia reticulata	103480271	0	live	LOC103480271		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 47-like		LG18	NC_024348.1	6169907	6173721	plus	7		
8081	Poecilia reticulata	103480066	0	live	LOC103480066		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG17	NC_024347.1	29843749	29844403	minus	1		
8081	Poecilia reticulata	103480017	0	live	LOC103480017		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG17	NC_024347.1	29114664	29130800	plus	2		
8081	Poecilia reticulata	103479971	0	live	LOC103479971		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG17	NC_024347.1	29724446	29727163	minus	1		
8081	Poecilia reticulata	103479958	0	live	LOC103479958		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG17	NC_024347.1	28597775	28599989	plus	3		
8081	Poecilia reticulata	103479895	0	live	LOC103479895		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG17	NC_024347.1	25870565	25883750	minus	15		
